slug,runtime_percentile_analysis,result_analysis,total_testcases,total_correct,runtime_percentile,state,status_msg,memory_percentile,processed,difficulty_x,difficulty_y,difficulty
fruits-into-baskets-iii,,Wrong Answer,740.0,385.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
find-the-number-of-copy-arrays,13.8888,Accepted,740.0,530.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
eat-pizzas,,Wrong Answer,1005.0,140.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
select-k-disjoint-special-substrings,,Wrong Answer,989.0,791.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
assign-elements-to-groups-with-constraints,,Wrong Answer,572.0,367.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
maximum-frequency-after-subarray-operation,,Wrong Answer,749.0,13.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
closest-equal-element-queries,,Runtime Error,614.0,343.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
reschedule-meetings-for-maximum-free-time-ii,,Wrong Answer,695.0,12.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
count-mentions-per-user,,Wrong Answer,673.0,642.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
minimize-the-maximum-edge-weight-of-graph,,Wrong Answer,671.0,591.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
longest-subsequence-with-decreasing-adjacent-difference,,Wrong Answer,586.0,377.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
maximum-coins-from-k-consecutive-bags,,Wrong Answer,605.0,83.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
minimum-cost-to-make-arrays-identical,,Wrong Answer,955.0,208.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
find-the-lexicographically-largest-string-from-the-box-i,,Wrong Answer,785.0,240.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
maximum-area-rectangle-with-point-constraints-i,,Wrong Answer,1002.0,981.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
check-if-grid-can-be-cut-into-sections,,Wrong Answer,698.0,616.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
digit-operations-to-make-two-integers-equal,,Wrong Answer,573.0,372.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
minimum-array-sum,,Wrong Answer,772.0,404.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
maximum-subarray-sum-with-length-divisible-by-k,,Wrong Answer,661.0,193.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
minimum-time-to-break-locks-i,,Wrong Answer,763.0,62.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
zero-array-transformation-iii,,Wrong Answer,824.0,515.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
zero-array-transformation-ii,,Wrong Answer,627.0,89.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
zero-array-transformation-i,,Wrong Answer,668.0,294.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
find-minimum-time-to-reach-last-room-i,,Wrong Answer,744.0,2.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
maximum-frequency-of-an-element-after-performing-operations-i,,Wrong Answer,635.0,491.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
adjacent-increasing-subarrays-detection-ii,,Wrong Answer,1111.0,915.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
minimum-division-operations-to-make-array-non-decreasing,,Wrong Answer,720.0,597.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
identify-the-largest-outlier-in-an-array,,Wrong Answer,873.0,172.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
find-the-lexicographically-smallest-valid-sequence,,Wrong Answer,905.0,174.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
count-almost-equal-pairs-i,,Wrong Answer,686.0,480.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
reach-end-of-array-with-max-score,,Wrong Answer,626.0,17.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
minimum-number-of-flips-to-make-binary-grid-palindromic-ii,,Wrong Answer,661.0,68.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
find-the-power-of-k-size-subarrays-i,,Wrong Answer,857.0,838.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
maximize-the-total-height-of-unique-towers,,Wrong Answer,583.0,468.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
k-th-largest-perfect-subtree-size-in-binary-tree,,Wrong Answer,766.0,206.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
find-the-count-of-numbers-which-are-not-special,,Wrong Answer,855.0,849.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
maximum-number-of-operations-to-move-ones-to-the-end,,Wrong Answer,694.0,148.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
count-submatrices-with-equal-frequency-of-x-and-y,,Wrong Answer,770.0,18.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
find-the-maximum-length-of-valid-subsequence-ii,,Wrong Answer,732.0,75.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
find-the-maximum-length-of-valid-subsequence-i,,Wrong Answer,951.0,38.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
find-maximum-removals-from-source-string,,Wrong Answer,755.0,536.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
maximize-total-cost-of-alternating-subarrays,,Wrong Answer,692.0,99.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
vowels-game-in-a-string,,Wrong Answer,697.0,591.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
find-the-maximum-length-of-a-good-subsequence-i,,Wrong Answer,543.0,311.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
minimum-length-of-string-after-operations,,Wrong Answer,702.0,475.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
lexicographically-minimum-string-after-removing-stars,,Wrong Answer,602.0,559.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
count-the-number-of-special-characters-ii,66.8648,Accepted,896.0,736.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
minimum-length-of-anagram-concatenation,,Wrong Answer,560.0,279.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
minimum-array-end,,Wrong Answer,765.0,50.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
water-bottles-ii,14.1592,Accepted,958.0,727.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
apply-operations-to-make-string-empty,,Wrong Answer,,,,,,Wrong Answer,True,Medium,Medium,Medium
find-the-maximum-number-of-elements-in-subset,,Wrong Answer,731.0,355.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
find-if-array-can-be-sorted,90.184,Accepted,999.0,677.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
minimum-moves-to-capture-the-queen,,Wrong Answer,744.0,378.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
find-longest-special-substring-that-occurs-thrice-i,,Wrong Answer,812.0,50.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
maximum-points-after-enemy-battles,,Wrong Answer,579.0,44.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
maximum-size-of-a-set-after-removals,,Wrong Answer,969.0,961.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
count-subarrays-where-max-element-appears-at-least-k-times,,Wrong Answer,634.0,104.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
distribute-candies-among-children-ii,63.0281,Accepted,958.0,560.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
separate-black-and-white-balls,,Wrong Answer,581.0,69.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
maximum-xor-product,,Wrong Answer,863.0,227.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
maximum-score-after-applying-operations-on-a-tree,,Wrong Answer,821.0,0.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
find-indices-with-index-and-value-difference-ii,,Wrong Answer,517.0,430.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
minimum-size-subarray-in-infinite-array,,Wrong Answer,535.0,383.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
happy-students,,Wrong Answer,727.0,0.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
apply-operations-to-make-two-strings-equal,,Wrong Answer,729.0,425.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
construct-product-matrix,,Wrong Answer,1566.0,160.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
minimum-additions-to-make-valid-string,,Wrong Answer,1523.0,185.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
count-the-number-of-square-free-subsets,,Wrong Answer,44.0,23.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
take-k-of-each-character-from-left-and-right,,Time Limit Exceeded,142.0,125.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
most-profitable-path-in-a-tree,,Wrong Answer,31.0,0.0,,SUCCESS,,Wrong Answer,True,Medium,Medium,Medium
longest-special-path-ii,,Wrong Answer,678.0,351.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
maximize-subarrays-after-removing-one-conflicting-pair,,Wrong Answer,642.0,0.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
maximize-the-distance-between-points-on-a-square,,Wrong Answer,619.0,321.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
maximize-the-minimum-game-score,,Wrong Answer,692.0,21.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
minimum-operations-to-make-array-elements-zero,,Wrong Answer,646.0,24.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
length-of-longest-v-shaped-diagonal-segment,,Wrong Answer,561.0,154.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
smallest-substring-with-identical-characters-ii,,Wrong Answer,970.0,91.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
minimum-cost-good-caption,,Wrong Answer,714.0,5.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
minimum-increments-for-target-multiples-in-an-array,,Wrong Answer,590.0,216.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
shortest-matching-substring,,Wrong Answer,795.0,124.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
smallest-substring-with-identical-characters-i,,Wrong Answer,949.0,487.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
longest-special-path,,Wrong Answer,675.0,260.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
count-connected-components-in-lcm-graph,,Wrong Answer,697.0,462.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
maximize-sum-of-weights-after-edge-removals,,Wrong Answer,714.0,513.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
count-non-decreasing-subarrays-after-k-operations,,Wrong Answer,731.0,0.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
minimize-the-maximum-adjacent-element-difference,,Wrong Answer,958.0,21.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
sum-of-good-subsequences,,Wrong Answer,679.0,45.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
maximize-the-number-of-target-nodes-after-connecting-trees-ii,,Wrong Answer,825.0,4.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
maximum-frequency-of-an-element-after-performing-operations-ii,,Wrong Answer,633.0,300.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
minimum-operations-to-make-character-frequencies-equal,,Wrong Answer,773.0,72.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
find-the-original-typed-string-ii,,Wrong Answer,846.0,135.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
find-the-number-of-subsequences-with-equal-gcd,,Wrong Answer,622.0,25.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
find-the-number-of-possible-ways-for-an-event,,Wrong Answer,568.0,64.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
check-if-dfs-strings-are-palindromes,,Wrong Answer,584.0,208.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
count-the-number-of-winning-sequences,,Wrong Answer,691.0,147.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
sorted-gcd-pair-queries,,Time Limit Exceeded,721.0,550.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
construct-2d-grid-matching-graph-layout,,Wrong Answer,785.0,90.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
find-the-maximum-sequence-value-of-array,,Wrong Answer,641.0,397.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
count-substrings-that-can-be-rearranged-to-contain-a-string-ii,,Wrong Answer,760.0,85.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
length-of-the-longest-increasing-path,,Wrong Answer,725.0,242.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
select-cells-in-grid-with-maximum-score,,Wrong Answer,546.0,465.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
maximum-score-of-non-overlapping-intervals,,Wrong Answer,581.0,573.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
maximum-number-of-moves-to-kill-all-pawns,,Wrong Answer,692.0,103.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
maximum-xor-score-subarray-queries,,Wrong Answer,635.0,241.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
find-the-count-of-good-integers,,Wrong Answer,90.0,9.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
count-almost-equal-pairs-ii,,Wrong Answer,631.0,429.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
find-the-count-of-monotonic-pairs-ii,,Wrong Answer,801.0,375.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
find-the-count-of-monotonic-pairs-i,,Wrong Answer,801.0,381.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
minimum-amount-of-damage-dealt-to-bob,,Wrong Answer,897.0,13.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
alternating-groups-iii,,Wrong Answer,731.0,193.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
shortest-distance-after-road-addition-queries-ii,,Wrong Answer,644.0,2.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
check-if-the-rectangle-corner-is-reachable,,Wrong Answer,933.0,565.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
count-the-number-of-inversions,,Wrong Answer,720.0,77.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
find-the-minimum-area-to-cover-all-ones-ii,,Wrong Answer,661.0,631.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
minimum-operations-to-make-array-equal-to-target,,Wrong Answer,554.0,119.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
find-the-maximum-length-of-a-good-subsequence-ii,,Wrong Answer,551.0,449.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
block-placement-queries,,Wrong Answer,744.0,425.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
find-products-of-elements-of-big-array,,Wrong Answer,758.0,233.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
minimum-cost-to-equalize-array,,Wrong Answer,636.0,559.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
find-the-number-of-subarrays-where-boundary-elements-are-maximum,59.4196,Accepted,890.0,104.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
kth-smallest-amount-with-single-denomination-combination,,Wrong Answer,561.0,312.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
maximize-consecutive-elements-in-an-array-after-modification,,Wrong Answer,668.0,97.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
earliest-second-to-mark-indices-ii,,Wrong Answer,510.0,176.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
minimize-or-of-remaining-elements-using-operations,,Wrong Answer,822.0,3.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
count-the-number-of-powerful-integers,,Wrong Answer,933.0,809.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
maximize-the-number-of-partitions-after-operations,,Wrong Answer,277.0,267.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
count-the-number-of-infection-sequences,,Wrong Answer,1000.0,477.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
count-the-number-of-good-partitions,,Wrong Answer,813.0,809.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
find-maximum-non-decreasing-array-length,,Wrong Answer,553.0,113.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
count-beautiful-substrings-ii,,Wrong Answer,,,,,,Wrong Answer,True,Hard,Hard,Hard
palindrome-rearrangement-queries,,Wrong Answer,1211.0,891.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
apply-operations-to-maximize-frequency-score,,Wrong Answer,774.0,117.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
find-building-where-alice-and-bob-can-meet,,Wrong Answer,953.0,137.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
maximum-points-after-collecting-coins-from-all-nodes,,Wrong Answer,542.0,231.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
count-valid-paths-in-a-tree,,Wrong Answer,922.0,10.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
maximum-spending-after-buying-items,,Wrong Answer,779.0,313.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
count-of-sub-multisets-with-bounded-sum,,Time Limit Exceeded,643.0,515.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
string-transformation,,Runtime Error,726.0,95.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
minimum-changes-to-make-k-semi-palindromes,,Wrong Answer,558.0,257.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
modify-graph-edge-weights,,Wrong Answer,882.0,223.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
subsequence-with-the-minimum-score,,Wrong Answer,54.0,22.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
maximize-the-minimum-powered-city,,Wrong Answer,30.0,9.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
number-of-beautiful-partitions,,Wrong Answer,74.0,31.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
split-message-based-on-limit,,Wrong Answer,94.0,86.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
maximum-number-of-non-overlapping-palindrome-substrings,,Wrong Answer,56.0,10.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
height-of-binary-tree-after-subtree-removal-queries,,Wrong Answer,40.0,0.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
longest-increasing-subsequence-ii,,Wrong Answer,84.0,76.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
find-the-k-sum-of-an-array,,Wrong Answer,111.0,7.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
maximum-total-beauty-of-the-gardens,,Wrong Answer,77.0,43.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
count-good-triplets-in-an-array,,Wrong Answer,148.0,30.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
maximum-fruits-harvested-after-at-most-k-steps,,Wrong Answer,202.0,95.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
sequentially-ordinal-rank-tracker,,Runtime Error,81.0,3.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
maximum-number-of-tasks-you-can-assign,,Wrong Answer,49.0,30.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
number-of-valid-move-combinations-on-chessboard,,Wrong Answer,273.0,202.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
maximum-number-of-ways-to-partition-an-array,64.5162,Accepted,178.0,125.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
find-array-given-subset-sums,,Wrong Answer,131.0,14.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
number-of-ways-to-separate-numbers,,Wrong Answer,257.0,35.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
longest-common-subpath,,Wrong Answer,81.0,68.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
minimum-cost-to-reach-destination-in-time,,Wrong Answer,93.0,86.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
the-earliest-and-latest-rounds-where-players-compete,,Wrong Answer,137.0,77.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
design-movie-rental-system,,Wrong Answer,42.0,23.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
minimum-skips-to-arrive-at-meeting-on-time,,Wrong Answer,61.0,60.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
finding-mk-average,,Wrong Answer,17.0,7.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
maximum-number-of-groups-getting-fresh-donuts,,Wrong Answer,74.0,1.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
tree-of-coprimes,,Wrong Answer,37.0,1.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
minimum-adjacent-swaps-for-k-consecutive-ones,,Wrong Answer,117.0,3.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
minimum-initial-energy-to-finish-tasks,90.099,Accepted,42.0,4.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
maximize-grid-happiness,,Wrong Answer,,,,,,Runtime Error,True,Hard,Hard,Hard
minimum-cost-to-connect-two-groups-of-points,,Runtime Error,,,,,,Wrong Answer,True,Hard,Hard,Hard
parallel-courses-ii,,Wrong Answer,82.0,69.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
probability-of-a-two-boxes-having-the-same-number-of-distinct-balls,38.2984,Accepted,21.0,5.0,,SUCCESS,,Wrong Answer,True,Hard,Hard,Hard
final-value-of-variable-after-performing-operations,100.0,Accepted,259.0,259.0,100.0,SUCCESS,60.9747,Accepted,True,Easy,Easy,Easy
string-compression-ii,18.18,Accepted,,,5.08,,30.51,Accepted,True,Hard,Hard,Hard
type-of-triangle,100.0,Accepted,704.0,704.0,100.0,SUCCESS,82.5761,Accepted,True,Easy,Easy,Easy
range-product-queries-of-powers,5.55,Accepted,70.0,70.0,13.8882,SUCCESS,84.7221,Accepted,True,Medium,Medium,Medium
maximum-sum-queries,67.19,Accepted,1415.0,1415.0,36.3644,SUCCESS,18.1824,Accepted,True,Hard,Hard,Hard
closest-prime-numbers-in-range,86.55,Accepted,68.0,68.0,16.1327,SUCCESS,87.1401,Accepted,True,Medium,Medium,Medium
divide-an-array-into-subarrays-with-minimum-cost-i,,Wrong Answer,,,14.52,,52.28,Accepted,True,Easy,Easy,Easy
lexicographically-smallest-string-after-operations-with-constraint,88.57,Accepted,,,20.83,,46.88,Accepted,True,Medium,Medium,Medium
substring-with-largest-variance,,Wrong Answer,,,16.02,,16.45,Accepted,True,Hard,Hard,Hard
find-minimum-time-to-finish-all-jobs,19.7,Accepted,,,19.58,,54.21,Accepted,True,Hard,Hard,Hard
number-of-senior-citizens,100.0,Accepted,303.0,303.0,100.0,SUCCESS,20.5001,Accepted,True,Easy,Easy,Easy
neighboring-bitwise-xor,28.82,Accepted,1425.0,1425.0,26.1015,SUCCESS,25.7626,Accepted,True,Medium,Medium,Medium
maximum-number-of-achievable-transfer-requests,41.48,Accepted,117.0,117.0,44.6174,SUCCESS,72.3077,Accepted,True,Hard,Hard,Hard
remove-max-number-of-edges-to-keep-graph-fully-traversable,26.58,Accepted,,,46.29,,89.71,Accepted,True,Hard,Hard,Hard
check-if-the-number-is-fascinating,100.0,Accepted,,,100.0,,33.63,Accepted,True,Easy,Easy,Easy
make-number-of-distinct-characters-equal,,Wrong Answer,99.0,99.0,32.5306,SUCCESS,59.0361,Accepted,True,Medium,Medium,Medium
number-of-possible-sets-of-closing-branches,42.57,Wrong Answer,533.0,533.0,84.4829,SUCCESS,77.5862,Accepted,True,Hard,Hard,Hard
find-x-sum-of-all-k-long-subarrays-i,66.29,Accepted,906.0,906.0,46.1958,SUCCESS,97.0271,Accepted,True,Easy,Easy,Easy
minimum-sum-of-mountain-triplets-i,72.14,Accepted,,,35.21,,58.88,Accepted,True,Easy,Easy,Easy
difference-of-number-of-distinct-values-on-diagonals,40.19,Accepted,709.0,709.0,34.375,SUCCESS,70.3125,Accepted,True,Medium,Medium,Medium
sort-the-students-by-their-kth-score,100.0,Accepted,33.0,33.0,100.0,SUCCESS,84.2976,Accepted,True,Medium,Medium,Medium
minimum-operations-to-write-the-letter-y-on-a-grid,84.77,Accepted,,,27.35,,8.92,Accepted,True,Medium,Medium,Medium
minimum-cost-for-cutting-cake-i,100.0,Accepted,533.0,533.0,53.6082,SUCCESS,59.7938,Accepted,True,Medium,Medium,Medium
minimum-time-to-visit-disappearing-nodes,91.06,Accepted,534.0,534.0,47.2205,SUCCESS,24.4438,Accepted,True,Medium,Medium,Medium
sorting-three-groups,44.2,Accepted,,,48.17,,45.12,Accepted,True,Medium,Medium,Medium
maximum-odd-binary-number,34.68,Accepted,,,100.0,,58.97,Accepted,True,Easy,Easy,Easy
check-if-strings-can-be-made-equal-with-operations-ii,63.21,Accepted,752.0,752.0,53.763,SUCCESS,5.3762,Accepted,True,Medium,Medium,Medium
minimum-time-to-visit-a-cell-in-a-grid,,Wrong Answer,,,59.01,,52.87,Accepted,True,Hard,Hard,Hard
find-the-k-th-character-in-string-game-i,62.37,Accepted,502.0,502.0,57.1428,SUCCESS,16.7666,Accepted,True,Easy,Easy,Easy
process-restricted-friend-requests,62.64,Accepted,,,66.42,,74.63,Accepted,True,Hard,Hard,Hard
extra-characters-in-a-string,98.28,Accepted,,,62.68,,79.49,Accepted,True,Medium,Medium,Medium
lexicographically-smallest-string-after-substring-operation,72.02,Accepted,,,75.29,,28.16,Accepted,True,Medium,Medium,Medium
special-permutations,84.82,Accepted,590.0,590.0,60.562,SUCCESS,15.4915,Accepted,True,Medium,Medium,Medium
mice-and-cheese,52.75,Accepted,564.0,564.0,52.7206,SUCCESS,28.0338,Accepted,True,Medium,Medium,Medium
number-of-increasing-paths-in-a-grid,75.54,Accepted,,,68.58,,77.43,Accepted,True,Hard,Hard,Hard
most-frequent-even-element,38.31,Accepted,219.0,219.0,53.2481,SUCCESS,94.9803,Accepted,True,Easy,Easy,Easy
minimum-positive-sum-subarray,97.92,Accepted,889.0,889.0,58.9087,SUCCESS,62.8062,Accepted,True,Easy,Easy,Easy
count-fertile-pyramids-in-a-land,61.64,Accepted,,,73.08,,47.44,Accepted,True,Hard,Hard,Hard
divide-array-into-equal-pairs,68.2,Accepted,137.0,137.0,68.1967,SUCCESS,72.6777,Accepted,True,Easy,Easy,Easy
goal-parser-interpretation,41.89,Accepted,105.0,105.0,19.7825,SUCCESS,89.6043,Accepted,True,Easy,Easy,Easy
minimum-number-of-changes-to-make-binary-string-beautiful,42.41,Accepted,577.0,577.0,77.8062,SUCCESS,64.5408,Accepted,True,Medium,Medium,Medium
sort-matrix-by-diagonals,91.67,Accepted,1306.0,1306.0,87.8307,SUCCESS,99.4709,Accepted,True,Medium,Medium,Medium
