slug,runtime_percentile_analysis,result_analysis,total_testcases_fixed,total_correct_fixed,runtime_percentile_fixed,state_fixed,status_msg_fixed,memory_percentile_fixed,processed_fixed,difficulty,runtime_percentile,status_msg,Accepted
find-maximum-non-decreasing-array-length,,Wrong Answer,553.0,553.0,11.3645,SUCCESS,50.0002,Accepted,True,Hard,,,Wrong Answer
number-of-valid-move-combinations-on-chessboard,,Wrong Answer,273.0,273.0,11.764,SUCCESS,61.7646,Accepted,True,Hard,,,Wrong Answer
water-bottles-ii,14.1592,Accepted,958.0,958.0,16.5048,SUCCESS,23.301,Accepted,True,Medium,,,Wrong Answer
shortest-distance-after-road-addition-queries-i,33.23,Accepted,972.0,972.0,26.7464,SUCCESS,44.2696,Accepted,True,Medium,,,Wrong Answer
find-the-maximum-length-of-a-good-subsequence-i,,Wrong Answer,543.0,543.0,26.8138,SUCCESS,75.4189,Accepted,True,Medium,,,Wrong Answer
replace-question-marks-in-string-to-minimize-its-value,,Wrong Answer,548.0,548.0,27.9638,SUCCESS,5.0845,Accepted,True,Medium,,,Wrong Answer
find-the-string-with-lcp,,Wrong Answer,,,29.41,SUCCESS,64.71,Accepted,True,Hard,,,Wrong Answer
maximum-size-of-a-set-after-removals,,Wrong Answer,969.0,969.0,35.0,SUCCESS,10.0,Accepted,True,Medium,,,Wrong Answer
the-earliest-and-latest-rounds-where-players-compete,,Wrong Answer,137.0,137.0,38.6366,SUCCESS,20.4547,Accepted,True,Hard,,,Wrong Answer
probability-of-a-two-boxes-having-the-same-number-of-distinct-balls,38.2984,Accepted,21.0,21.0,41.1761,SUCCESS,86.7647,Accepted,True,Hard,,,Wrong Answer
separate-black-and-white-balls,,Wrong Answer,581.0,581.0,43.2072,SUCCESS,96.2138,Accepted,True,Medium,,,Wrong Answer
minimum-right-shifts-to-sort-the-array,,Wrong Answer,814.0,814.0,45.1777,SUCCESS,92.8934,Accepted,True,Easy,,,Wrong Answer
find-longest-special-substring-that-occurs-thrice-i,,Wrong Answer,812.0,812.0,47.523,SUCCESS,6.422,Accepted,True,Medium,,,Wrong Answer
maximum-spending-after-buying-items,,Wrong Answer,779.0,779.0,51.9075,SUCCESS,51.1448,Accepted,True,Hard,,,Wrong Answer
find-the-number-of-copy-arrays,13.8888,Accepted,740.0,740.0,54.3691,SUCCESS,21.3593,Accepted,True,Medium,,,Wrong Answer
happy-students,,Wrong Answer,,,54.9,SUCCESS,70.59,Accepted,True,Medium,,,Wrong Answer
count-valid-paths-in-a-tree,,Wrong Answer,922.0,922.0,67.5,SUCCESS,20.0,Accepted,True,Hard,,,Wrong Answer
find-if-array-can-be-sorted,90.184,Accepted,999.0,999.0,74.221,SUCCESS,16.9971,Accepted,True,Medium,,,Wrong Answer
paint-house-iii,,Wrong Answer,,,75.52,SUCCESS,84.9,Accepted,True,Hard,,,Wrong Answer
find-the-number-of-subarrays-where-boundary-elements-are-maximum,59.4196,Accepted,890.0,890.0,81.6485,SUCCESS,81.2735,Accepted,True,Hard,,,Wrong Answer
count-the-number-of-special-characters-ii,66.8648,Accepted,896.0,896.0,81.866,SUCCESS,47.6683,Accepted,True,Medium,,,Wrong Answer
maximize-the-minimum-powered-city,,Wrong Answer,30.0,30.0,84.0904,SUCCESS,10.2268,Accepted,True,Hard,,,Wrong Answer
distribute-candies-among-children-ii,63.0281,Accepted,958.0,958.0,90.1781,SUCCESS,76.1037,Accepted,True,Medium,,,Wrong Answer
minimum-cost-of-a-path-with-special-roads,,Wrong Answer,1045.0,1045.0,90.8335,SUCCESS,98.3334,Accepted,True,Medium,,,Wrong Answer
maximum-fruits-harvested-after-at-most-k-steps,,Wrong Answer,202.0,202.0,90.9091,SUCCESS,14.2858,Accepted,True,Hard,,,Wrong Answer
count-good-triplets-in-an-array,,Wrong Answer,148.0,148.0,92.0138,SUCCESS,91.6844,Accepted,True,Hard,,,Wrong Answer
minimum-cost-to-connect-two-groups-of-points,,Runtime Error,84.0,84.0,97.9167,SUCCESS,93.75,Accepted,True,Hard,,,Wrong Answer
count-subarrays-where-max-element-appears-at-least-k-times,,Wrong Answer,634.0,634.0,98.9921,SUCCESS,97.7681,Accepted,True,Medium,,,Wrong Answer
smallest-number-with-all-set-bits,19.8966,Accepted,608.0,608.0,100.0,SUCCESS,75.9791,Accepted,True,Easy,,,Wrong Answer
stone-removal-game,,Wrong Answer,53.0,53.0,100.0,SUCCESS,81.4229,Accepted,True,Easy,,,Wrong Answer
minimum-moves-to-capture-the-queen,,Wrong Answer,744.0,744.0,100.0,SUCCESS,11.7978,Accepted,True,Medium,,,Wrong Answer
minimum-additions-to-make-valid-string,,Wrong Answer,1523.0,1523.0,100.0,SUCCESS,59.8174,Accepted,True,Medium,,,Wrong Answer
maximum-number-of-groups-getting-fresh-donuts,,Wrong Answer,74.0,74.0,100.0,SUCCESS,60.5263,Accepted,True,Hard,,,Wrong Answer
zero-array-transformation-iv,,Wrong Answer,,,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
maximum-and-minimum-sums-of-at-most-size-k-subsequences,,Wrong Answer,,,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
find-minimum-time-to-reach-last-room-ii,,Wrong Answer,,,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
minimum-cost-to-make-array-equalindromic,,Wrong Answer,,,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
total-characters-in-string-after-transformations-ii,,Wrong Answer,,,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
maximum-value-sum-by-placing-three-rooks-ii,,Wrong Answer,,,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
find-building-where-alice-and-bob-can-meet,,Wrong Answer,,,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
count-stepping-numbers-in-range,,Wrong Answer,,,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
longest-increasing-subsequence-ii,,Wrong Answer,,,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
maximize-grid-happiness,,Wrong Answer,,,,SUCCESS,,Wrong Answer,True,Hard,,,Runtime Error
minimum-operations-to-make-array-elements-zero,,Wrong Answer,646.0,2.0,,SUCCESS,,Runtime Error,True,Hard,,,Wrong Answer
assign-elements-to-groups-with-constraints,,Wrong Answer,572.0,565.0,,SUCCESS,,Time Limit Exceeded,True,Medium,,,Wrong Answer
sorted-gcd-pair-queries,,Time Limit Exceeded,721.0,713.0,,SUCCESS,,Time Limit Exceeded,True,Hard,,,Wrong Answer
block-placement-queries,,Wrong Answer,744.0,738.0,,SUCCESS,,Time Limit Exceeded,True,Hard,,,Wrong Answer
count-of-sub-multisets-with-bounded-sum,,Time Limit Exceeded,643.0,628.0,,SUCCESS,,Time Limit Exceeded,True,Hard,,,Wrong Answer
maximum-unique-subarray-sum-after-deletion,,Wrong Answer,927.0,431.0,,SUCCESS,,Wrong Answer,True,Easy,,,Wrong Answer
sum-of-variable-length-subarrays,,Wrong Answer,773.0,176.0,,SUCCESS,,Wrong Answer,True,Easy,,,Wrong Answer
zigzag-grid-traversal-with-skip,,Wrong Answer,840.0,464.0,,SUCCESS,,Wrong Answer,True,Easy,,,Wrong Answer
substring-matching-pattern,,Wrong Answer,969.0,929.0,,SUCCESS,,Wrong Answer,True,Easy,,,Wrong Answer
minimum-operations-to-make-array-values-equal-to-k,,Wrong Answer,969.0,899.0,,SUCCESS,,Wrong Answer,True,Easy,,,Wrong Answer
adjacent-increasing-subarrays-detection-i,,Wrong Answer,1422.0,1223.0,,SUCCESS,,Wrong Answer,True,Easy,,,Wrong Answer
find-the-encrypted-string,,Wrong Answer,704.0,340.0,,SUCCESS,,Wrong Answer,True,Easy,,,Wrong Answer
matrix-similarity-after-cyclic-shifts,,Wrong Answer,914.0,904.0,,SUCCESS,,Wrong Answer,True,Easy,,,Wrong Answer
find-the-minimum-amount-of-time-to-brew-potions,,Wrong Answer,744.0,175.0,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
fruits-into-baskets-iii,,Wrong Answer,740.0,387.0,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
eat-pizzas,,Wrong Answer,1005.0,379.0,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
find-minimum-cost-to-remove-array-elements,,Wrong Answer,807.0,171.0,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
select-k-disjoint-special-substrings,,Wrong Answer,989.0,897.0,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
maximum-frequency-after-subarray-operation,,Wrong Answer,749.0,25.0,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
closest-equal-element-queries,,Runtime Error,614.0,104.0,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
reschedule-meetings-for-maximum-free-time-ii,,Wrong Answer,695.0,242.0,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
count-mentions-per-user,,Wrong Answer,673.0,642.0,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
minimize-the-maximum-edge-weight-of-graph,,Wrong Answer,671.0,535.0,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
longest-subsequence-with-decreasing-adjacent-difference,,Wrong Answer,586.0,350.0,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
maximum-coins-from-k-consecutive-bags,,Wrong Answer,605.0,83.0,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
minimum-cost-to-make-arrays-identical,,Wrong Answer,955.0,519.0,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
find-the-lexicographically-largest-string-from-the-box-i,,Wrong Answer,785.0,240.0,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
maximum-area-rectangle-with-point-constraints-i,,Wrong Answer,1002.0,981.0,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
check-if-grid-can-be-cut-into-sections,,Wrong Answer,698.0,622.0,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
digit-operations-to-make-two-integers-equal,,Wrong Answer,573.0,357.0,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
minimum-array-sum,,Wrong Answer,772.0,284.0,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
maximum-subarray-sum-with-length-divisible-by-k,,Wrong Answer,661.0,243.0,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
minimum-time-to-break-locks-i,,Wrong Answer,763.0,45.0,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
zero-array-transformation-iii,,Wrong Answer,824.0,515.0,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
zero-array-transformation-ii,,Wrong Answer,627.0,115.0,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
zero-array-transformation-i,,Wrong Answer,668.0,294.0,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
find-minimum-time-to-reach-last-room-i,,Wrong Answer,744.0,7.0,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
maximum-frequency-of-an-element-after-performing-operations-i,,Wrong Answer,635.0,362.0,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
adjacent-increasing-subarrays-detection-ii,,Wrong Answer,1111.0,915.0,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
minimum-division-operations-to-make-array-non-decreasing,,Wrong Answer,720.0,597.0,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
identify-the-largest-outlier-in-an-array,,Wrong Answer,873.0,699.0,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
find-the-lexicographically-smallest-valid-sequence,,Wrong Answer,905.0,169.0,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
count-almost-equal-pairs-i,,Wrong Answer,686.0,480.0,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
reach-end-of-array-with-max-score,,Wrong Answer,626.0,73.0,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
minimum-number-of-flips-to-make-binary-grid-palindromic-ii,,Wrong Answer,661.0,57.0,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
find-the-power-of-k-size-subarrays-i,,Wrong Answer,857.0,838.0,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
maximize-the-total-height-of-unique-towers,,Wrong Answer,583.0,57.0,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
k-th-largest-perfect-subtree-size-in-binary-tree,,Wrong Answer,766.0,270.0,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
find-the-count-of-numbers-which-are-not-special,,Wrong Answer,855.0,828.0,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
maximum-number-of-operations-to-move-ones-to-the-end,,Wrong Answer,694.0,148.0,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
count-submatrices-with-equal-frequency-of-x-and-y,,Wrong Answer,770.0,27.0,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
find-the-maximum-length-of-valid-subsequence-ii,,Wrong Answer,732.0,75.0,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
find-the-maximum-length-of-valid-subsequence-i,,Wrong Answer,951.0,435.0,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
find-maximum-removals-from-source-string,,Wrong Answer,755.0,536.0,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
maximize-total-cost-of-alternating-subarrays,,Wrong Answer,692.0,156.0,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
vowels-game-in-a-string,,Wrong Answer,697.0,591.0,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
minimum-length-of-string-after-operations,,Wrong Answer,702.0,475.0,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
lexicographically-minimum-string-after-removing-stars,,Wrong Answer,602.0,559.0,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
minimum-length-of-anagram-concatenation,,Wrong Answer,560.0,551.0,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
minimum-array-end,,Wrong Answer,765.0,50.0,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
apply-operations-to-make-string-empty,,Wrong Answer,697.0,82.0,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
find-the-maximum-number-of-elements-in-subset,,Wrong Answer,731.0,719.0,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
maximum-points-after-enemy-battles,,Wrong Answer,579.0,44.0,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
minimum-number-of-coins-for-fruits,65.7,Accepted,578.0,81.0,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
maximum-xor-product,,Wrong Answer,863.0,82.0,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
maximum-score-after-applying-operations-on-a-tree,,Wrong Answer,821.0,1.0,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
find-indices-with-index-and-value-difference-ii,,Wrong Answer,517.0,430.0,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
apply-operations-to-make-two-strings-equal,,Wrong Answer,729.0,697.0,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
construct-product-matrix,,Wrong Answer,1566.0,1182.0,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
count-the-number-of-square-free-subsets,,Wrong Answer,44.0,23.0,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
most-profitable-path-in-a-tree,,Wrong Answer,31.0,0.0,,SUCCESS,,Wrong Answer,True,Medium,,,Wrong Answer
longest-special-path-ii,,Wrong Answer,678.0,448.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
maximize-subarrays-after-removing-one-conflicting-pair,,Wrong Answer,642.0,0.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
maximize-the-distance-between-points-on-a-square,,Wrong Answer,619.0,324.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
lexicographically-smallest-generated-string,,Wrong Answer,739.0,729.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
maximize-the-minimum-game-score,,Wrong Answer,692.0,21.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
length-of-longest-v-shaped-diagonal-segment,,Wrong Answer,561.0,119.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
smallest-substring-with-identical-characters-ii,,Wrong Answer,970.0,598.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
minimum-cost-good-caption,,Wrong Answer,714.0,5.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
minimum-increments-for-target-multiples-in-an-array,,Wrong Answer,590.0,181.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
shortest-matching-substring,,Wrong Answer,795.0,125.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
smallest-substring-with-identical-characters-i,,Wrong Answer,949.0,487.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
longest-special-path,,Wrong Answer,675.0,260.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
count-connected-components-in-lcm-graph,,Wrong Answer,697.0,462.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
maximize-sum-of-weights-after-edge-removals,,Wrong Answer,714.0,513.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
count-non-decreasing-subarrays-after-k-operations,,Wrong Answer,731.0,318.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
minimize-the-maximum-adjacent-element-difference,,Wrong Answer,958.0,82.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
sum-of-good-subsequences,,Wrong Answer,679.0,44.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
maximize-the-number-of-target-nodes-after-connecting-trees-ii,,Wrong Answer,825.0,4.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
maximum-frequency-of-an-element-after-performing-operations-ii,,Wrong Answer,633.0,338.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
minimum-operations-to-make-character-frequencies-equal,,Wrong Answer,773.0,64.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
find-the-original-typed-string-ii,,Wrong Answer,846.0,135.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
find-the-number-of-subsequences-with-equal-gcd,,Wrong Answer,622.0,25.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
find-the-number-of-possible-ways-for-an-event,,Wrong Answer,568.0,64.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
check-if-dfs-strings-are-palindromes,,Wrong Answer,584.0,208.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
count-the-number-of-winning-sequences,,Wrong Answer,691.0,147.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
construct-2d-grid-matching-graph-layout,,Wrong Answer,785.0,343.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
find-the-maximum-sequence-value-of-array,,Wrong Answer,641.0,28.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
count-substrings-that-can-be-rearranged-to-contain-a-string-ii,,Wrong Answer,760.0,87.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
length-of-the-longest-increasing-path,,Wrong Answer,725.0,242.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
select-cells-in-grid-with-maximum-score,,Wrong Answer,546.0,465.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
maximum-score-of-non-overlapping-intervals,,Wrong Answer,581.0,573.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
maximum-number-of-moves-to-kill-all-pawns,,Wrong Answer,692.0,52.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
maximum-xor-score-subarray-queries,,Wrong Answer,635.0,241.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
find-the-count-of-good-integers,,Wrong Answer,90.0,9.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
count-almost-equal-pairs-ii,,Wrong Answer,631.0,428.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
find-the-count-of-monotonic-pairs-ii,,Wrong Answer,801.0,375.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
find-the-count-of-monotonic-pairs-i,,Wrong Answer,801.0,377.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
minimum-amount-of-damage-dealt-to-bob,,Wrong Answer,897.0,1.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
alternating-groups-iii,,Wrong Answer,731.0,193.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
shortest-distance-after-road-addition-queries-ii,,Wrong Answer,644.0,2.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
check-if-the-rectangle-corner-is-reachable,,Wrong Answer,933.0,571.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
count-the-number-of-inversions,,Wrong Answer,720.0,77.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
find-the-minimum-area-to-cover-all-ones-ii,,Wrong Answer,661.0,631.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
minimum-operations-to-make-array-equal-to-target,,Wrong Answer,554.0,119.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
find-the-maximum-length-of-a-good-subsequence-ii,,Wrong Answer,551.0,271.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
find-products-of-elements-of-big-array,,Wrong Answer,758.0,233.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
minimum-cost-to-equalize-array,,Wrong Answer,636.0,559.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
kth-smallest-amount-with-single-denomination-combination,,Wrong Answer,561.0,376.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
maximize-consecutive-elements-in-an-array-after-modification,,Wrong Answer,668.0,205.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
earliest-second-to-mark-indices-ii,,Wrong Answer,510.0,175.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
minimize-or-of-remaining-elements-using-operations,,Wrong Answer,822.0,3.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
count-the-number-of-powerful-integers,,Wrong Answer,933.0,809.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
maximize-the-number-of-partitions-after-operations,,Wrong Answer,277.0,267.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
count-the-number-of-infection-sequences,,Wrong Answer,1000.0,477.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
count-the-number-of-good-partitions,,Wrong Answer,813.0,30.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
count-beautiful-substrings-ii,,Wrong Answer,684.0,145.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
palindrome-rearrangement-queries,,Wrong Answer,1211.0,891.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
apply-operations-to-maximize-frequency-score,,Wrong Answer,774.0,117.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
maximum-points-after-collecting-coins-from-all-nodes,,Wrong Answer,542.0,231.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
string-transformation,,Runtime Error,726.0,251.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
minimum-changes-to-make-k-semi-palindromes,,Wrong Answer,558.0,193.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
modify-graph-edge-weights,,Wrong Answer,882.0,223.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
subsequence-with-the-minimum-score,,Wrong Answer,54.0,22.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
number-of-beautiful-partitions,,Wrong Answer,74.0,19.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
split-message-based-on-limit,,Wrong Answer,94.0,86.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
maximum-number-of-non-overlapping-palindrome-substrings,,Wrong Answer,56.0,25.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
height-of-binary-tree-after-subtree-removal-queries,,Wrong Answer,40.0,1.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
maximum-total-beauty-of-the-gardens,,Wrong Answer,77.0,18.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
maximum-number-of-tasks-you-can-assign,,Wrong Answer,49.0,30.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
maximum-number-of-ways-to-partition-an-array,64.5162,Accepted,178.0,112.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
find-array-given-subset-sums,,Wrong Answer,131.0,14.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
number-of-ways-to-separate-numbers,,Wrong Answer,257.0,63.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
longest-common-subpath,,Wrong Answer,81.0,68.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
minimum-cost-to-reach-destination-in-time,,Wrong Answer,93.0,86.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
minimum-skips-to-arrive-at-meeting-on-time,,Wrong Answer,61.0,34.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
tree-of-coprimes,,Wrong Answer,37.0,5.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
minimum-adjacent-swaps-for-k-consecutive-ones,,Wrong Answer,117.0,3.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
minimum-initial-energy-to-finish-tasks,90.099,Accepted,42.0,4.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
parallel-courses-ii,,Wrong Answer,82.0,69.0,,SUCCESS,,Wrong Answer,True,Hard,,,Wrong Answer
