slug,code,radon
minimum-length-of-string-after-operations,"```python
class Solution:
    def minimumLength(self, s: str) -> int:
        left, right = 0, len(s) - 1
        while left < right and s[left] == s[right]:
            char = s[left]
            while left <= right and s[left] == char:
                left += 1
            while right >= left and s[right] == char:
                right -= 1
        return right - left + 1
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 8, 'lineno': 1}, {'name': 'minimumLength', 'complexity': 7, 'lineno': 2}], 'maintainability_index': 61.154316315009055, 'raw_metrics': {'loc': 10, 'lloc': 10, 'sloc': 10, 'comments': 0}}"
lexicographically-minimum-string-after-removing-stars,"```python
import heapq

class Solution:
    def clearStars(self, s: str) -> str:
        heap = []
        to_remove = set()
        for i, char in enumerate(s):
            if char == '*':
                if heap:
                    val, idx = heapq.heappop(heap)
                    to_remove.add(idx)
                    to_remove.add(i)
            else:
                heapq.heappush(heap, (char, i))
        result = []
        for i, char in enumerate(s):
            if i not in to_remove and char != '*':
                result.append(char)
        return ''.join(result)
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 8, 'lineno': 2}, {'name': 'clearStars', 'complexity': 7, 'lineno': 3}], 'maintainability_index': 60.334284819222525, 'raw_metrics': {'loc': 18, 'lloc': 18, 'sloc': 18, 'comments': 0}}"
count-the-number-of-special-characters-ii,"```python
class Solution:
    def numberOfSpecialChars(self, word: str) -> int:
        lowercase_first = {}
        uppercase_first = {}
        
        for i, c in enumerate(word):
            if c.islower():
                if c not in lowercase_first:
                    lowercase_first[c] = i
            else:
                lower_c = c.lower()
                if lower_c not in uppercase_first:
                    uppercase_first[lower_c] = i
        
        count = 0
        for c in lowercase_first:
            if c in uppercase_first:
                if lowercase_first[c] < uppercase_first[c]:
                    count += 1
        return count
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 9, 'lineno': 1}, {'name': 'numberOfSpecialChars', 'complexity': 8, 'lineno': 2}], 'maintainability_index': 59.289489358962754, 'raw_metrics': {'loc': 18, 'lloc': 18, 'sloc': 18, 'comments': 0}}"
minimum-length-of-anagram-concatenation,"```python
import math
from collections import Counter

class Solution:
    def minAnagramLength(self, s: str) -> int:
        n = len(s)
        freq = Counter(s)
        k = len(freq)
        
        max_char_freq = max(freq.values())
        min_possible = max_char_freq
        
        for candidate in range(min_possible, n // 2 + 1):
            if n % candidate != 0:
                continue
            t_len = candidate
            valid = True
            for c in freq:
                if freq[c] % (n // t_len) != 0:
                    valid = False
                    break
            if valid:
                return t_len
        
        return n
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 7, 'lineno': 3}, {'name': 'minAnagramLength', 'complexity': 6, 'lineno': 4}], 'maintainability_index': 56.81342830546598, 'raw_metrics': {'loc': 21, 'lloc': 21, 'sloc': 21, 'comments': 0}}"
minimum-array-end,"```python
class Solution:
    def minEnd(self, n: int, x: int) -> int:
        m = n - 1
        res = x
        mask = 1
        for _ in range(60):
            if (res & mask) == 0:
                if m >= 1:
                    res |= mask
                    m -= 1
                else:
                    break
            mask <<= 1
        mask = 1
        while m > 0:
            if (res & mask) == 0:
                res |= mask
                m -= 1
            mask <<= 1
        return res
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 7, 'lineno': 1}, {'name': 'minEnd', 'complexity': 6, 'lineno': 2}], 'maintainability_index': 55.39319250185922, 'raw_metrics': {'loc': 20, 'lloc': 20, 'sloc': 20, 'comments': 0}}"
replace-question-marks-in-string-to-minimize-its-value,"```python
class Solution:
    def minimizeStringValue(self, s: str) -> str:
        s_list = list(s)
        freq = [0] * 26
        for c in s_list:
            if c != '?':
                freq[ord(c) - ord('a')] += 1
        
        question_indices = [i for i, c in enumerate(s_list) if c == '?']
        
        for idx in question_indices:
            min_freq = min(freq)
            candidates = [i for i in range(26) if freq[i] == min_freq]
            chosen_char = min(candidates)  # lex smallest
            s_list[idx] = chr(ord('a') + chosen_char)
            freq[chosen_char] += 1
        
        return ''.join(s_list)
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 9, 'lineno': 1}, {'name': 'minimizeStringValue', 'complexity': 8, 'lineno': 2}], 'maintainability_index': 74.0357021156727, 'raw_metrics': {'loc': 15, 'lloc': 15, 'sloc': 15, 'comments': 1}}"
water-bottles-ii,"```python
class Solution:
    def maxBottlesDrunk(self, numBottles: int, numExchange: int) -> int:
        total = 0
        empty = 0
        current_numBottles = numBottles
        current_numExchange = numExchange
        
        while True:
            if current_numBottles > 0:
                total += current_numBottles
                empty += current_numBottles
                current_numBottles = 0
            elif empty >= current_numExchange:
                exchanged = empty // current_numExchange
                current_numBottles += exchanged
                empty -= exchanged * current_numExchange
                current_numExchange += 1
            else:
                break
        return total
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 5, 'lineno': 1}, {'name': 'maxBottlesDrunk', 'complexity': 4, 'lineno': 2}], 'maintainability_index': 57.344839991002466, 'raw_metrics': {'loc': 19, 'lloc': 19, 'sloc': 19, 'comments': 0}}"
apply-operations-to-make-string-empty,"```python
class Solution:
    def lastNonEmptyString(self, s: str) -> str:
        last_occurrence = {}
        for idx, char in enumerate(s):
            last_occurrence[char] = idx
        
        max_last_occurrence = max(last_occurrence.values()) if last_occurrence else -1
        result = []
        for idx, char in enumerate(s):
            if last_occurrence[char] == idx and idx <= max_last_occurrence:
                result.append(char)
        return ''.join(result)
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 7, 'lineno': 1}, {'name': 'lastNonEmptyString', 'complexity': 6, 'lineno': 2}], 'maintainability_index': 65.39895044432797, 'raw_metrics': {'loc': 11, 'lloc': 11, 'sloc': 11, 'comments': 0}}"
find-the-maximum-number-of-elements-in-subset,"```python
from collections import defaultdict
from typing import List

class Solution:
    def maximumLength(self, nums: List[int]) -> int:
        freq = defaultdict(int)
        for num in nums:
            freq[num] += 1
        
        max_len = 1
        
        for num in sorted(freq.keys(), reverse=True):
            if num == 1:
                max_len = max(max_len, freq[num] if freq[num] % 2 == 1 else freq[num] - 1)
                continue
            
            current = num
            count = 0
            temp_freq = freq.copy()
            
            while True:
                sqrt = int(current ** 0.5)
                if sqrt * sqrt != current or sqrt not in temp_freq or temp_freq[sqrt] < 2:
                    break
                temp_freq[sqrt] -= 2
                count += 2
                current = sqrt
            
            if count > 0:
                if temp_freq.get(current, 0) >= 1:
                    count += 1
                    max_len = max(max_len, count)
                else:
                    max_len = max(max_len, count - 1)
        
        return max_len
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 12, 'lineno': 4}, {'name': 'maximumLength', 'complexity': 11, 'lineno': 5}], 'maintainability_index': 49.254419845492606, 'raw_metrics': {'loc': 30, 'lloc': 30, 'sloc': 30, 'comments': 0}}"
find-if-array-can-be-sorted,"```python
class Solution:
    def canSortArray(self, nums: List[int]) -> bool:
        set_bits = [num.bit_count() for num in nums]
        
        groups = []
        current_group = []
        current_bit = set_bits[0]
        
        for num, bits in zip(nums, set_bits):
            if bits == current_bit:
                current_group.append(num)
            else:
                groups.append(current_group)
                current_group = [num]
                current_bit = bits
        groups.append(current_group)
        
        sorted_nums = sorted(nums)
        grouped_nums = []
        for group in groups:
            grouped_nums.extend(group)
        
        return grouped_nums == sorted_nums
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 6, 'lineno': 2}, {'name': 'canSortArray', 'complexity': 5, 'lineno': 3}], 'maintainability_index': 62.80205775772738, 'raw_metrics': {'loc': 20, 'lloc': 20, 'sloc': 20, 'comments': 0}}"
minimum-moves-to-capture-the-queen,"```python
class Solution:
    def minMovesToCaptureTheQueen(self, a: int, b: int, c: int, d: int, e: int, f: int) -> int:
        if a == e or b == f:
            blocked = False
            if a == e:
                step = 1 if d > b else -1
                for y in range(b + step, d, step):
                    if a == c and y == d:
                        blocked = True
                        break
                if not blocked:
                    step = 1 if f > b else -1
                    for y in range(b + step, f, step):
                        if a == c and y == d:
                            blocked = True
                            break
            else:  # b == f
                step = 1 if c > a else -1
                for x in range(a + step, c, step):
                    if x == c and b == d:
                        blocked = True
                        break
                if not blocked:
                    step = 1 if e > a else -1
                    for x in range(a + step, e, step):
                        if x == c and b == d:
                            blocked = True
                            break
            if not blocked:
                return 0
        
        if abs(c - e) == abs(d - f):
            blocked = False
            step_x = 1 if e > c else -1
            step_y = 1 if f > d else -1
            x, y = c + step_x, d + step_y
            while x != e and y != f:
                if x == a and y == b:
                    blocked = True
                    break
                x += step_x
                y += step_y
            if not blocked:
                return 0
        
        if (a == e or b == f) and not (a == e and b == f):
            blocked = False
            if a == e:
                step = 1 if f > b else -1
                for y in range(b + step, f, step):
                    if a == c and y == d:
                        blocked = True
                        break
            else:
                step = 1 if e > a else -1
                for x in range(a + step, e, step):
                    if x == c and b == d:
                        blocked = True
                        break
            if not blocked:
                return 1
        
        if abs(a - e) == abs(b - f):
            blocked = False
            step_x = 1 if e > a else -1
            step_y = 1 if f > b else -1
            x, y = a + step_x, b + step_y
            while x != e and y != f:
                if x == c and y == d:
                    blocked = True
                    break
                x += step_x
                y += step_y
            if not blocked:
                return 1
        
        if (a == c or b == d) and not (a == c and b == d):
            blocked = False
            if a == c:
                step = 1 if d > b else -1
                for y in range(b + step, d, step):
                    if a == e and y == f:
                        blocked = True
                        break
            else:
                step = 1 if c > a else -1
                for x in range(a + step, c, step):
                    if x == e and b == f:
                        blocked = True
                        break
            if not blocked:
                if abs(c - e) == abs(d - f):
                    blocked_bishop = False
                    step_x = 1 if e > c else -1
                    step_y = 1 if f > d else -1
                    x, y = c + step_x, d + step_y
                    while x != e and y != f:
                        if x == a and y == b:
                            blocked_bishop = True
                            break
                        x += step_x
                        y += step_y
                    if not blocked_bishop:
                        return 1
        
        if abs(c - a) == abs(d - b):
            blocked = False
            step_x = 1 if a > c else -1
            step_y = 1 if b > d else -1
            x, y = c + step_x, d + step_y
            while x != a and y != b:
                if x == e and y == f:
                    blocked = True
                    break
                x += step_x
                y += step_y
            if not blocked:
                if (a == e or b == f) and not (a == e and b == f):
                    blocked_rook = False
                    if a == e:
                        step = 1 if f > b else -1
                        for y in range(b + step, f, step):
                            if a == c and y == d:
                                blocked_rook = True
                                break
                    else:
                        step = 1 if e > a else -1
                        for x in range(a + step, e, step):
                            if x == c and b == d:
                                blocked_rook = True
                                break
                    if not blocked_rook:
                        return 1
        
        return 2
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 98, 'lineno': 1}, {'name': 'minMovesToCaptureTheQueen', 'complexity': 97, 'lineno': 2}], 'maintainability_index': 21.638926567232417, 'raw_metrics': {'loc': 129, 'lloc': 129, 'sloc': 129, 'comments': 1}}"
find-longest-special-substring-that-occurs-thrice-i,"```python
class Solution:
    def maximumLength(self, s: str) -> int:
        from collections import defaultdict

        char_substrings = defaultdict(list)
        n = len(s)
        
        for i in range(n):
            current_char = s[i]
            length = 1
            char_substrings[current_char].append(length)
            for j in range(i + 1, n):
                if s[j] == current_char:
                    length += 1
                    char_substrings[current_char].append(length)
                else:
                    break
        
        max_len = -1
        for char in char_substrings:
            lengths = char_substrings[char]
            if len(lengths) >= 3:
                lengths.sort(reverse=True)
                max_len = max(max_len, lengths[2])
        
        return max_len
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 7, 'lineno': 1}, {'name': 'maximumLength', 'complexity': 6, 'lineno': 2}], 'maintainability_index': 57.97559752243749, 'raw_metrics': {'loc': 22, 'lloc': 22, 'sloc': 22, 'comments': 0}}"
maximum-points-after-enemy-battles,"```python
from typing import List

class Solution:
    def maximumPoints(self, enemyEnergies: List[int], currentEnergy: int) -> int:
        enemyEnergies_sorted = sorted(enemyEnergies)
        n = len(enemyEnergies)
        points = 0
        i = 0
        j = n - 1
        
        while i <= j:
            if currentEnergy >= enemyEnergies_sorted[i]:
                currentEnergy -= enemyEnergies_sorted[i]
                points += 1
                i += 1
            elif points > 0 and j > i:
                currentEnergy += enemyEnergies_sorted[j]
                points -= 1
                j -= 1
            else:
                break
        
        return points
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 6, 'lineno': 3}, {'name': 'maximumPoints', 'complexity': 5, 'lineno': 4}], 'maintainability_index': 55.110741618079174, 'raw_metrics': {'loc': 21, 'lloc': 21, 'sloc': 21, 'comments': 0}}"
minimum-cost-to-make-array-equalindromic,"```python
class Solution:
    def minimumCost(self, nums: List[int]) -> int:
        def is_palindrome(x):
            s = str(x)
            return s == s[::-1]
        
        nums_sorted = sorted(nums)
        n = len(nums_sorted)
        median_candidates = []
        
        median = nums_sorted[n // 2]
        
        candidates = set()
        for x in [median, median + 1, median - 1]:
            if x > 0:
                candidates.add(x)
        
        for delta in range(-100, 101):
            x = median + delta
            if x > 0:
                candidates.add(x)
        
        palindromes = [x for x in candidates if is_palindrome(x)]
        
        if not palindromes:
            return 0
        
        min_cost = float('inf')
        for y in palindromes:
            total_cost = sum(abs(num - y) for num in nums_sorted)
            if total_cost < min_cost:
                min_cost = total_cost
        
        return min_cost
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 12, 'lineno': 2}, {'name': 'minimumCost', 'complexity': 11, 'lineno': 3}], 'maintainability_index': 51.55437520186977, 'raw_metrics': {'loc': 27, 'lloc': 28, 'sloc': 27, 'comments': 0}}"
maximum-size-of-a-set-after-removals,"```python
from typing import List

class Solution:
    def maximumSetSize(self, nums1: List[int], nums2: List[int]) -> int:
        n = len(nums1)
        k = n // 2
        set1 = set(nums1)
        set2 = set(nums2)
        common = set1 & set2
        only1 = set1 - set2
        only2 = set2 - set1
        
        max_common = min(len(common), k * 2 - len(only1) - len(only2))
        if max_common < 0:
            max_common = 0
        
        return min(len(only1) + len(only2) + max_common, 2 * k)
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 3, 'lineno': 3}, {'name': 'maximumSetSize', 'complexity': 2, 'lineno': 4}], 'maintainability_index': 58.857601750640995, 'raw_metrics': {'loc': 15, 'lloc': 15, 'sloc': 15, 'comments': 0}}"
count-subarrays-where-max-element-appears-at-least-k-times,"```python
from typing import List

class Solution:
    def countSubarrays(self, nums: List[int], k: int) -> int:
        max_num = max(nums)
        max_indices = [i for i, num in enumerate(nums) if num == max_num]
        res = 0
        left = 0
        n = len(nums)
        
        for right in range(len(max_indices)):
            if right - left + 1 >= k:
                last_pos = max_indices[right]
                res += (max_indices[left] + 1) * (n - last_pos)
                left += 1
        
        return res
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 6, 'lineno': 3}, {'name': 'countSubarrays', 'complexity': 5, 'lineno': 4}], 'maintainability_index': 59.064319654970355, 'raw_metrics': {'loc': 15, 'lloc': 15, 'sloc': 15, 'comments': 0}}"
minimum-number-of-coins-for-fruits,"```python
from typing import List

class Solution:
    def minimumCoins(self, prices: List[int]) -> int:
        n = len(prices)
        dp = [float('inf')] * (n + 1)
        dp[n] = 0  # base case: no cost after last fruit
        
        for i in range(n - 1, -1, -1):
            max_free = i + 1  # i is 0-based, next i fruits means up to i+1 (0-based)
            min_cost = float('inf')
            for j in range(i + 1, min(i + 1 + i + 1, n + 1)):
                if dp[j] < min_cost:
                    min_cost = dp[j]
            dp[i] = prices[i] + min_cost
        
        return dp[0]
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 5, 'lineno': 3}, {'name': 'minimumCoins', 'complexity': 4, 'lineno': 4}], 'maintainability_index': 78.61976288695539, 'raw_metrics': {'loc': 15, 'lloc': 15, 'sloc': 15, 'comments': 2}}"
distribute-candies-among-children-ii,"```python
class Solution:
    def distributeCandies(self, n: int, limit: int) -> int:
        def count_ways(x):
            if x < 0:
                return 0
            return (x + 2) * (x + 1) // 2
        
        total = count_ways(n)
        a = count_ways(n - (limit + 1) * 3)
        b = count_ways(n - 2 * (limit + 1)) * 3
        c = count_ways(n - 3 * (limit + 1))
        return total - a + b - c
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 2, 'lineno': 1}, {'name': 'distributeCandies', 'complexity': 1, 'lineno': 2}], 'maintainability_index': 60.04681236249092, 'raw_metrics': {'loc': 11, 'lloc': 11, 'sloc': 11, 'comments': 0}}"
separate-black-and-white-balls,"```python
class Solution:
    def minimumSteps(self, s: str) -> int:
        steps = 0
        black_pos = 0  # tracks the position where the next black ball should be placed
        
        for i, char in enumerate(s):
            if char == '1':
                steps += i - black_pos
                black_pos += 1
        
        return steps
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 4, 'lineno': 1}, {'name': 'minimumSteps', 'complexity': 3, 'lineno': 2}], 'maintainability_index': 86.0667731565632, 'raw_metrics': {'loc': 9, 'lloc': 9, 'sloc': 9, 'comments': 1}}"
maximum-xor-product,"```python
class Solution:
    def maximumXorProduct(self, a: int, b: int, n: int) -> int:
        MOD = 10**9 + 7
        x = 0
        for k in range(n-1, -1, -1):
            mask = 1 << k
            a_bit = (a & mask) != 0
            b_bit = (b & mask) != 0
            if a_bit == b_bit:
                x |= mask
            else:
                current_a = a ^ x
                current_b = b ^ x
                if (current_a < current_b) == (a_bit < b_bit):
                    x |= mask
        return ((a ^ x) * (b ^ x)) % MOD
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 5, 'lineno': 1}, {'name': 'maximumXorProduct', 'complexity': 4, 'lineno': 2}], 'maintainability_index': 55.39497136260706, 'raw_metrics': {'loc': 16, 'lloc': 16, 'sloc': 16, 'comments': 0}}"
maximum-score-after-applying-operations-on-a-tree,"```python
from typing import List

class Solution:
    def maximumScoreAfterOperations(self, edges: List[List[int]], values: List[int]) -> int:
        n = len(values)
        tree = [[] for _ in range(n)]
        for a, b in edges:
            tree[a].append(b)
            tree[b].append(a)
        
        parent = [-1] * n
        stack = [(0, False)]
        order = []
        
        while stack:
            node, visited = stack.pop()
            if visited:
                order.append(node)
                continue
            stack.append((node, True))
            for neighbor in tree[node]:
                if neighbor != parent[node]:
                    parent[neighbor] = node
                    stack.append((neighbor, False))
        
        dp_take = [0] * n  # max score if we take this node
        dp_notake = [0] * n  # max score if we don't take this node
        
        for node in order:
            if node != 0 and len(tree[node]) == 1:  # leaf node (except root)
                dp_take[node] = values[node]
                dp_notake[node] = 0
            else:
                sum_take_children = 0
                sum_notake_children = 0
                for child in tree[node]:
                    if child != parent[node]:
                        sum_take_children += dp_take[child]
                        sum_notake_children += dp_notake[child]
                dp_take[node] = values[node] + sum_take_children
                if node == 0:
                    dp_notake[node] = sum_notake_children
                else:
                    min_diff = float('inf')
                    total = 0
                    has_child = False
                    for child in tree[node]:
                        if child != parent[node]:
                            has_child = True
                            diff = dp_notake[child] - dp_take[child]
                            min_diff = min(min_diff, diff)
                            total += dp_take[child]
                    if has_child:
                        dp_notake[node] = total + min_diff
                    else:
                        dp_notake[node] = 0
        
        return max(dp_take[0], dp_notake[0])
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 17, 'lineno': 3}, {'name': 'maximumScoreAfterOperations', 'complexity': 16, 'lineno': 4}], 'maintainability_index': 57.147551477059096, 'raw_metrics': {'loc': 53, 'lloc': 53, 'sloc': 53, 'comments': 3}}"
find-indices-with-index-and-value-difference-ii,"```python
from typing import List

class Solution:
    def findIndices(self, nums: List[int], indexDifference: int, valueDifference: int) -> List[int]:
        n = len(nums)
        for i in range(n):
            for j in range(max(0, i - indexDifference), min(n, i + indexDifference + 1)):
                if abs(nums[i] - nums[j]) >= valueDifference and abs(i - j) >= indexDifference:
                    return [i, j]
        return [-1, -1]
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 6, 'lineno': 3}, {'name': 'findIndices', 'complexity': 5, 'lineno': 4}], 'maintainability_index': 62.96459118405373, 'raw_metrics': {'loc': 10, 'lloc': 10, 'sloc': 10, 'comments': 0}}"
minimum-size-subarray-in-infinite-array,"```python
from typing import List

class Solution:
    def minSizeSubarray(self, nums: List[int], target: int) -> int:
        total_sum = sum(nums)
        n = len(nums)
        min_len = float('inf')
        
        k = target // total_sum
        remaining = target % total_sum
        
        if remaining == 0:
            return k * n
        
        candidates = [remaining]
        if k > 0:
            candidates.append(remaining + total_sum)
        
        extended_nums = nums + nums
        prefix_sum = [0] * (2 * n + 1)
        for i in range(2 * n):
            prefix_sum[i+1] = prefix_sum[i] + extended_nums[i]
        
        from collections import defaultdict
        sum_indices = defaultdict(list)
        for idx, s in enumerate(prefix_sum):
            sum_indices[s].append(idx)
        
        for candidate in candidates:
            if candidate < 0:
                continue
            for i in range(1, 2 * n + 1):
                needed = prefix_sum[i] - candidate
                if needed in sum_indices:
                    for j in sum_indices[needed]:
                        if j < i and (i - j) <= 2 * n:
                            min_len = min(min_len, i - j)
        
        if min_len == float('inf'):
            return -1
        else:
            return k * n + min_len if (remaining + total_sum) in candidates and min_len == (remaining + total_sum) else min_len
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 16, 'lineno': 3}, {'name': 'minSizeSubarray', 'complexity': 15, 'lineno': 4}], 'maintainability_index': 45.04359571496789, 'raw_metrics': {'loc': 35, 'lloc': 35, 'sloc': 35, 'comments': 0}}"
happy-students,"```python
class Solution:
    def countWays(self, nums: List[int]) -> int:
        nums.sort()
        n = len(nums)
        res = 0
        
        if nums[0] > 0:
            res += 1
        
        for i in range(n):
            k = i + 1
            if k > nums[i]:
                if (i == n - 1) or (k < nums[i + 1]):
                    res += 1
        
        if n > nums[-1]:
            res += 1
        
        return res
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 8, 'lineno': 2}, {'name': 'countWays', 'complexity': 7, 'lineno': 3}], 'maintainability_index': 57.14465862000933, 'raw_metrics': {'loc': 16, 'lloc': 16, 'sloc': 16, 'comments': 0}}"
apply-operations-to-make-two-strings-equal,"```python
class Solution:
    def minOperations(self, s1: str, s2: str, x: int) -> int:
        n = len(s1)
        diff_indices = [i for i in range(n) if s1[i] != s2[i]]
        m = len(diff_indices)
        if m % 2 != 0:
            return -1
        
        if m == 0:
            return 0
        
        dp = [float('inf')] * (m + 1)
        dp[0] = 0
        for i in range(1, m + 1):
            if i % 2 == 0:
                dp[i] = dp[i - 1]  # skip, handled by previous
            else:
                if i >= 1:
                    cost = diff_indices[i-1] - diff_indices[i-2]
                    dp[i] = min(dp[i], dp[i-2] + cost)
                dp[i] = min(dp[i], dp[i-1] + x / 2)  # x is total for pair, so x/2 per element
        
        return int(dp[m]) if dp[m] != float('inf') else -1
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 10, 'lineno': 1}, {'name': 'minOperations', 'complexity': 9, 'lineno': 2}], 'maintainability_index': 70.6383233233265, 'raw_metrics': {'loc': 20, 'lloc': 20, 'sloc': 20, 'comments': 2}}"
construct-product-matrix,"```python
from typing import List

class Solution:
    def constructProductMatrix(self, grid: List[List[int]]) -> List[List[int]]:
        n = len(grid)
        m = len(grid[0]) if n > 0 else 0
        MOD = 12345
        
        total_product = 1
        zero_count = 0
        
        for row in grid:
            for num in row:
                if num == 0:
                    zero_count += 1
                else:
                    total_product = (total_product * num) % MOD
        
        result = [[0 for _ in range(m)] for _ in range(n)]
        
        for i in range(n):
            for j in range(m):
                if zero_count == 0:
                    val = grid[i][j]
                    if val != 0:
                        product = (total_product * pow(val, MOD - 2, MOD)) % MOD
                    else:
                        product = 0  # shouldn't happen as zero_count is 0
                elif zero_count == 1:
                    if grid[i][j] == 0:
                        product = total_product
                    else:
                        product = 0
                else:
                    product = 0
                result[i][j] = product
        
        return result
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 14, 'lineno': 3}, {'name': 'constructProductMatrix', 'complexity': 13, 'lineno': 4}], 'maintainability_index': 59.96351798548338, 'raw_metrics': {'loc': 33, 'lloc': 33, 'sloc': 33, 'comments': 1}}"
minimum-additions-to-make-valid-string,"```python
class Solution:
    def addMinimum(self, word: str) -> int:
        res = 0
        expected = 'a'
        for c in word:
            if c != expected:
                res += 1
                if expected == 'a':
                    if c == 'b':
                        expected = 'c'
                    else:
                        expected = 'b'
                elif expected == 'b':
                    if c == 'a':
                        res += 1
                        expected = 'b'
                    else:
                        expected = 'a'
                else:  # expected == 'c'
                    if c == 'a':
                        expected = 'b'
                    else:
                        res += 1
                        expected = 'a'
            if expected == 'a':
                expected = 'b'
            elif expected == 'b':
                expected = 'c'
            else:
                expected = 'a'
        if expected != 'a':
            res += 4 - (ord(expected) - ord('a')) - 1
        return res
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 12, 'lineno': 1}, {'name': 'addMinimum', 'complexity': 11, 'lineno': 2}], 'maintainability_index': 59.59309165469373, 'raw_metrics': {'loc': 33, 'lloc': 33, 'sloc': 33, 'comments': 1}}"
count-the-number-of-square-free-subsets,"```python
class Solution:
    def squareFreeSubsets(self, nums: List[int]) -> int:
        MOD = 10**9 + 7
        primes = [2, 3, 5, 7, 11, 13, 17, 19, 23, 29]
        square_free_masks = {}
        
        for num in range(1, 31):
            mask = 0
            tmp = num
            is_square_free = True
            for i, p in enumerate(primes):
                if tmp % (p * p) == 0:
                    is_square_free = False
                    break
                if tmp % p == 0:
                    mask |= (1 << i)
            if is_square_free:
                square_free_masks[num] = mask
        
        freq = [0] * 31
        for num in nums:
            if num in square_free_masks:
                freq[num] += 1
        
        dp = [0] * (1 << 10)
        dp[0] = 1
        
        for num in range(1, 31):
            if freq[num] == 0:
                continue
            mask = square_free_masks[num]
            for m in range((1 << 10) - 1, -1, -1):
                if (m & mask) == 0:
                    new_mask = m | mask
                    dp[new_mask] = (dp[new_mask] + dp[m] * freq[num]) % MOD
        
        total = (sum(dp) - 1) % MOD
        return total
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 13, 'lineno': 2}, {'name': 'squareFreeSubsets', 'complexity': 12, 'lineno': 3}], 'maintainability_index': 46.39511012012571, 'raw_metrics': {'loc': 34, 'lloc': 34, 'sloc': 34, 'comments': 0}}"
minimum-cost-of-a-path-with-special-roads,"```python
import heapq
from typing import List

class Solution:
    def minimumCost(self, start: List[int], target: List[int], specialRoads: List[List[int]]) -> int:
        start_x, start_y = start
        target_x, target_y = target
        
        min_cost = abs(target_x - start_x) + abs(target_y - start_y)
        
        heap = []
        heapq.heappush(heap, (0, start_x, start_y))
        
        visited = {}
        visited[(start_x, start_y)] = 0
        
        while heap:
            current_cost, x, y = heapq.heappop(heap)
            
            if x == target_x and y == target_y:
                return current_cost
            
            if current_cost > visited.get((x, y), float('inf')):
                continue
            
            direct_cost = current_cost + abs(target_x - x) + abs(target_y - y)
            if direct_cost < min_cost:
                min_cost = direct_cost
            
            for road in specialRoads:
                x1, y1, x2, y2, cost = road
                cost_to_start = current_cost + abs(x1 - x) + abs(y1 - y)
                total_cost = cost_to_start + cost
                if total_cost < visited.get((x2, y2), float('inf')):
                    visited[(x2, y2)] = total_cost
                    heapq.heappush(heap, (total_cost, x2, y2))
        
        return min_cost
```","{'cyclomatic_complexity': [{'name': 'Solution', 'complexity': 9, 'lineno': 4}, {'name': 'minimumCost', 'complexity': 8, 'lineno': 5}], 'maintainability_index': 49.86433530258923, 'raw_metrics': {'loc': 29, 'lloc': 29, 'sloc': 29, 'comments': 0}}"
